model_id,generic_node,LisaName,Total_Selections_In_Ensemble,Akaike_Importance_Weight,Node2,order
DAG1A_long,PredAK,X10_Californian_s_l_2yrLead_WS,2688,0.0583,PredAK,4
DAG1A_long,PredAK,X10_Northern_f_s_2yrLead_WS,2688,0.0545,PredAK,4
DAG1A_long,PredAK,X15_sharkCatchGoA_predAK,2688,0.0458,PredAK,4
DAG1A_long,PredAK,X15_ArrowtoothFlounderBiomass_predAK,2688,0.0435,PredAK,4
DAG1A_long,PredAK,X15_salmonSharkGoA_predAK,2688,0.0335,PredAK,4
DAG1A_long,PredAK,X15_PacificCodBiomass_predAK,2688,0.0334,PredAK,4
DAG1A_long,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,2688,0.032,PredAK,4
DAG1A_long,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,2688,0.0305,PredAK,4
DAG1A_long,PredAK,X15_spinyDogfishGoA_predAK,2688,0.0292,PredAK,4
DAG1A_long,PredAK,X15_sablefishRecruitment_predAK,2688,0.0282,PredAK,4
DAG1A_short,Abundance,X07_DFA_cpue_IntSprJunHW,151200,1,Abundance,0
DAG1A_short,Growth,X06_DFA_IGF_mu,37800,0.9069,Growth,0.5
DAG1A_short,Growth,X06_Lmu_IntSprJunH,37800,0.0931,Growth,0.5
DAG1A_short,Growth,X06_Lmu_IntSprMayW,37800,0,Growth,0.5
DAG1A_short,Growth,X06_StomFull_May,37800,0,Growth,0.5
DAG1A_short,PreyNCC,X05_DFA_abundSardine,7560,0.8353,Competitor,0.75
DAG1A_short,PreyNCC,X04_marketsquid_GAM,7560,0.0051,Competitor,0.75
DAG1A_short,PreyAK,X14_pinkSalmonAsia,10800,7e-4,Competitor,0.75
DAG1A_short,PreyAK,X13_DFA_WGOA_DFA_midTrophic,10800,5e-4,Competitor,0.75
DAG1A_short,PreyAK,X14_pinkSalmonNorthAmerica,10800,5e-4,Competitor,0.75
DAG1A_short,PreyAK,X14_pinkSalmon,10800,4e-4,Competitor,0.75
DAG1A_short,PreyNCC,X04_CaliforniaMarketSquid_,7560,0,Competitor,0.75
DAG1A_short,PreyNCC,X04_PacificPompano_,7560,0,Competitor,0.75
DAG1A_short,PreyNCC,X04_Sablefish__JSOES,7560,0,Competitor,0.75
DAG1A_short,PreyNCC,X05_anchovy_GAM,7560,0,Competitor,0.75
DAG1A_short,PreyNCC,X05_herring_GAM,7560,0,Competitor,0.75
DAG1A_short,PreyNCC,X05_herring_NCC,7560,0,Competitor,0.75
DAG1A_short,PreyNCC,X01_DFA_sumPreyOfPrey_planktonJun,7560,0.1595,PreyNCC,1
DAG1A_short,PreyNCC,X01_Cassin_s_aukl_WS,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_DFA_NHL_krill,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_NHLlogSum_win_05,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_NHLlogSum_win_15,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_NHLlogSum_win_25,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_Red_necked_phal_WS,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_Red_phal_WS,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X01_Sabine_gull_WS,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X02_DFA_SeaNettle,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X03_DFA_comMurreDietHerrSard_Yaquina_NCC,7560,0,PreyNCC,1
DAG1A_short,PreyNCC,X03_HakeAge1,7560,0,PreyNCC,1
DAG1A_short,PredNCC,X08_commonMurre_JSOES,16800,0.499,PredNCC,2
DAG1A_short,PredNCC,X09_DFA_HakeAge5Plus,16800,0.3367,PredNCC,2
DAG1A_short,PredNCC,X08_Loons_8_WS,16800,0.1502,PredNCC,2
DAG1A_short,PredNCC,X08_Large_gulls_7_WS,16800,0.0034,PredNCC,2
DAG1A_short,PredNCC,X09_canaryRockfish,16800,0.0033,PredNCC,2
DAG1A_short,PredNCC,X09_DFA_ChinAbundSnakeFall,16800,0.002,PredNCC,2
DAG1A_short,PredNCC,X09_chilipepper,16800,0.0019,PredNCC,2
DAG1A_short,PredNCC,X08_DFA_DC_corm_3_WS,16800,0.0018,PredNCC,2
DAG1A_short,PredNCC,X11_DFA_Harbour_p_WS,16800,0.0018,PredNCC,2
DAG1A_short,PreyAK,X12_DFA_biomassEuphShelfSum,10800,0.6182,PreyAK,3
DAG1A_short,PreyAK,X13_DFA_WGOA_DFA_seabirds,10800,0.2409,PreyAK,3
DAG1A_short,PreyAK,X12_copepodBiomass_WGoA,10800,0.0828,PreyAK,3
DAG1A_short,PreyAK,X13_pollockBiomassGoAage3plus_predAK,10800,0.0457,PreyAK,3
DAG1A_short,PreyAK,X13_gadid_WAI,10800,0.0067,PreyAK,3
DAG1A_short,PreyAK,X13_hexagram_EAI,10800,0.0015,PreyAK,3
DAG1A_short,PreyAK,X12_copepodCom_WGoA,10800,8e-4,PreyAK,3
DAG1A_short,PreyAK,X12_copepodCom_EGoA,10800,5e-4,PreyAK,3
DAG1A_short,PreyAK,X13_ammod_WAI,10800,5e-4,PreyAK,3
DAG1A_short,PreyAK,X13_hexagram_WAI,10800,4e-4,PreyAK,3
DAG1A_short,PredAK,X15_DFA_sleeperSharks,10080,0.6656,PredAK,4
DAG1A_short,PredAK,X15_sablefishBiomass_predAK,10080,0.2447,PredAK,4
DAG1A_short,PredAK,X10_Californian_s_l_2yrLead_WS,10080,0.0153,PredAK,4
DAG1A_short,PredAK,X10_Harbour_s_2yrLead_WS,10080,0.0087,PredAK,4
DAG1A_short,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,10080,0.008,PredAK,4
DAG1A_short,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,10080,0.0068,PredAK,4
DAG1A_short,PredAK,X15_salmonSharkBSAI_predAK,10080,0.0068,PredAK,4
DAG1A_short,PredAK,X10_Northern_f_s_2yrLead_WS,10080,0.0062,PredAK,4
DAG1A_short,PredAK,X15_spinyDogfishGoA_predAK,10080,0.0059,PredAK,4
DAG1A_short,PredAK,X15_PacificCodBiomass_predAK,10080,0.0057,PredAK,4
DAG1A_short,PredAK,X15_sharkCatchGoA_predAK,10080,0.0056,PredAK,4
DAG1A_short,PredAK,X15_salmonSharkGoA_predAK,10080,0.0055,PredAK,4
DAG1A_short,PredAK,X15_spinyDogfishBSAI_predAK,10080,0.0052,PredAK,4
DAG1A_short,PredAK,X15_ArrowtoothFlounderBiomass_predAK,10080,0.005,PredAK,4
DAG1A_short,PredAK,X15_sablefishRecruitment_predAK,10080,0.005,PredAK,4
DAG1B_long,Abundance,X07_DFA_cpue_IntSprJunHW,34944,1,Abundance,0
DAG1B_long,Growth,X06_DFA_IGF_mu,17472,1,Growth,0.5
DAG1B_long,Growth,X06_Lmu_IntSprJunH,17472,0,Growth,0.5
DAG1B_long,PreyNCC,X05_DFA_abundSardine,2184,0.9733,Competitor,0.75
DAG1B_long,PreyNCC,X04_marketsquid_GAM,2184,0.0266,Competitor,0.75
DAG1B_long,PreyAK,X14_pinkSalmonNorthAmerica,2496,0.0023,Competitor,0.75
DAG1B_long,PreyAK,X14_pinkSalmonAsia,2496,0.002,Competitor,0.75
DAG1B_long,PreyAK,X13_DFA_WGOA_DFA_midTrophic,2496,0.0016,Competitor,0.75
DAG1B_long,PreyAK,X14_pinkSalmon,2496,9e-4,Competitor,0.75
DAG1B_long,PreyNCC,X05_herring_GAM,2184,1e-4,Competitor,0.75
DAG1B_long,PreyNCC,X04_CaliforniaMarketSquid_,2184,0,Competitor,0.75
DAG1B_long,PreyNCC,X04_PacificPompano_,2184,0,Competitor,0.75
DAG1B_long,PreyNCC,X04_Sablefish__JSOES,2184,0,Competitor,0.75
DAG1B_long,PreyNCC,X05_anchovy_GAM,2184,0,Competitor,0.75
DAG1B_long,PreyNCC,X05_herring_NCC,2184,0,Competitor,0.75
DAG1B_long,PreyNCC,X01_Cassin_s_aukl_WS,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X01_DFA_NHL_krill,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X01_Red_necked_phal_WS,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X01_Red_phal_WS,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X01_Sabine_gull_WS,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X02_DFA_SeaNettle,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X03_DFA_comMurreDietHerrSard_Yaquina_NCC,2184,0,PreyNCC,1
DAG1B_long,PreyNCC,X03_HakeAge1,2184,0,PreyNCC,1
DAG1B_long,PredNCC,X09_DFA_HakeAge5Plus,5824,0.7943,PredNCC,2
DAG1B_long,PredNCC,X08_Loons_8_WS,5824,0.1897,PredNCC,2
DAG1B_long,PredNCC,X08_DFA_DC_corm_3_WS,5824,0.0053,PredNCC,2
DAG1B_long,PredNCC,X08_Large_gulls_7_WS,5824,0.0044,PredNCC,2
DAG1B_long,PredNCC,X09_DFA_ChinAbundSnakeFall,5824,0.0036,PredNCC,2
DAG1B_long,PredNCC,X11_DFA_Harbour_p_WS,5824,0.0028,PredNCC,2
DAG1B_long,PreyAK,X12_DFA_biomassEuphShelfSum,2496,0.9399,PreyAK,3
DAG1B_long,PreyAK,X12_copepodBiomass_WGoA,2496,0.0208,PreyAK,3
DAG1B_long,PreyAK,X13_DFA_WGOA_DFA_seabirds,2496,0.0086,PreyAK,3
DAG1B_long,PreyAK,X13_hexagram_EAI,2496,0.0082,PreyAK,3
DAG1B_long,PreyAK,X13_pollockBiomassGoAage3plus_predAK,2496,0.0057,PreyAK,3
DAG1B_long,PreyAK,X12_copepodCom_EGoA,2496,0.0026,PreyAK,3
DAG1B_long,PreyAK,X13_ammod_WAI,2496,0.0024,PreyAK,3
DAG1B_long,PreyAK,X13_gadid_WAI,2496,0.0018,PreyAK,3
DAG1B_long,PreyAK,X13_hexagram_WAI,2496,0.0018,PreyAK,3
DAG1B_long,PreyAK,X12_copepodCom_WGoA,2496,0.0013,PreyAK,3
DAG1B_long,PredAK,X15_PacificCodBiomass_predAK,2688,0.7141,PredAK,4
DAG1B_long,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,2688,0.1441,PredAK,4
DAG1B_long,PredAK,X10_Harbour_s_2yrLead_WS,2688,0.0285,PredAK,4
DAG1B_long,PredAK,X15_sablefishRecruitment_predAK,2688,0.0205,PredAK,4
DAG1B_long,PredAK,X15_DFA_sleeperSharks,2688,0.0195,PredAK,4
DAG1B_long,PredAK,X15_sablefishBiomass_predAK,2688,0.0172,PredAK,4
DAG1B_long,PredAK,X15_spinyDogfishGoA_predAK,2688,0.0137,PredAK,4
DAG1B_long,PredAK,X15_sharkCatchGoA_predAK,2688,0.0083,PredAK,4
DAG1B_long,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,2688,0.0078,PredAK,4
DAG1B_long,PredAK,X10_Northern_f_s_2yrLead_WS,2688,0.0073,PredAK,4
DAG1B_long,PredAK,X15_salmonSharkGoA_predAK,2688,0.0072,PredAK,4
DAG1B_long,PredAK,X15_ArrowtoothFlounderBiomass_predAK,2688,0.0065,PredAK,4
DAG1B_long,PredAK,X10_Californian_s_l_2yrLead_WS,2688,0.0054,PredAK,4
DAG1B_short,Abundance,X07_DFA_cpue_IntSprJunHW,151200,1,Abundance,0
DAG1B_short,Growth,X06_DFA_IGF_mu,37800,0.9563,Growth,0.5
DAG1B_short,Growth,X06_Lmu_IntSprJunH,37800,0.0437,Growth,0.5
DAG1B_short,Growth,X06_Lmu_IntSprMayW,37800,0,Growth,0.5
DAG1B_short,Growth,X06_StomFull_May,37800,0,Growth,0.5
DAG1B_short,PreyNCC,X05_DFA_abundSardine,7560,0.866,Competitor,0.75
DAG1B_short,PreyNCC,X04_marketsquid_GAM,7560,0.0052,Competitor,0.75
DAG1B_short,PreyAK,X14_pinkSalmonAsia,10800,0.0017,Competitor,0.75
DAG1B_short,PreyAK,X14_pinkSalmonNorthAmerica,10800,0.0015,Competitor,0.75
DAG1B_short,PreyAK,X14_pinkSalmon,10800,0.0012,Competitor,0.75
DAG1B_short,PreyAK,X13_DFA_WGOA_DFA_midTrophic,10800,0.0011,Competitor,0.75
DAG1B_short,PreyNCC,X04_CaliforniaMarketSquid_,7560,0,Competitor,0.75
DAG1B_short,PreyNCC,X04_PacificPompano_,7560,0,Competitor,0.75
DAG1B_short,PreyNCC,X04_Sablefish__JSOES,7560,0,Competitor,0.75
DAG1B_short,PreyNCC,X05_anchovy_GAM,7560,0,Competitor,0.75
DAG1B_short,PreyNCC,X05_herring_GAM,7560,0,Competitor,0.75
DAG1B_short,PreyNCC,X05_herring_NCC,7560,0,Competitor,0.75
DAG1B_short,PreyNCC,X01_DFA_sumPreyOfPrey_planktonJun,7560,0.1288,PreyNCC,1
DAG1B_short,PreyNCC,X01_Cassin_s_aukl_WS,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_DFA_NHL_krill,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_NHLlogSum_win_05,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_NHLlogSum_win_15,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_NHLlogSum_win_25,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_Red_necked_phal_WS,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_Red_phal_WS,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X01_Sabine_gull_WS,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X02_DFA_SeaNettle,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X03_DFA_comMurreDietHerrSard_Yaquina_NCC,7560,0,PreyNCC,1
DAG1B_short,PreyNCC,X03_HakeAge1,7560,0,PreyNCC,1
DAG1B_short,PredNCC,X08_commonMurre_JSOES,16800,0.4443,PredNCC,2
DAG1B_short,PredNCC,X09_DFA_HakeAge5Plus,16800,0.4374,PredNCC,2
DAG1B_short,PredNCC,X08_Loons_8_WS,16800,0.1047,PredNCC,2
DAG1B_short,PredNCC,X08_Large_gulls_7_WS,16800,0.0035,PredNCC,2
DAG1B_short,PredNCC,X09_canaryRockfish,16800,0.0023,PredNCC,2
DAG1B_short,PredNCC,X11_DFA_Harbour_p_WS,16800,0.0023,PredNCC,2
DAG1B_short,PredNCC,X09_chilipepper,16800,0.0021,PredNCC,2
DAG1B_short,PredNCC,X08_DFA_DC_corm_3_WS,16800,0.0018,PredNCC,2
DAG1B_short,PredNCC,X09_DFA_ChinAbundSnakeFall,16800,0.0016,PredNCC,2
DAG1B_short,PreyAK,X12_DFA_biomassEuphShelfSum,10800,0.595,PreyAK,3
DAG1B_short,PreyAK,X13_pollockBiomassGoAage3plus_predAK,10800,0.2062,PreyAK,3
DAG1B_short,PreyAK,X13_gadid_WAI,10800,0.083,PreyAK,3
DAG1B_short,PreyAK,X13_DFA_WGOA_DFA_seabirds,10800,0.0529,PreyAK,3
DAG1B_short,PreyAK,X12_copepodCom_EGoA,10800,0.0275,PreyAK,3
DAG1B_short,PreyAK,X12_copepodBiomass_WGoA,10800,0.0212,PreyAK,3
DAG1B_short,PreyAK,X12_copepodCom_WGoA,10800,0.0043,PreyAK,3
DAG1B_short,PreyAK,X13_hexagram_WAI,10800,0.0017,PreyAK,3
DAG1B_short,PreyAK,X13_hexagram_EAI,10800,0.0014,PreyAK,3
DAG1B_short,PreyAK,X13_ammod_WAI,10800,0.0012,PreyAK,3
DAG1B_short,PredAK,X15_DFA_sleeperSharks,10080,0.524,PredAK,4
DAG1B_short,PredAK,X15_PacificCodBiomass_predAK,10080,0.1858,PredAK,4
DAG1B_short,PredAK,X15_spinyDogfishBSAI_predAK,10080,0.0951,PredAK,4
DAG1B_short,PredAK,X15_sablefishRecruitment_predAK,10080,0.0843,PredAK,4
DAG1B_short,PredAK,X15_sablefishBiomass_predAK,10080,0.0609,PredAK,4
DAG1B_short,PredAK,X15_sharkCatchGoA_predAK,10080,0.015,PredAK,4
DAG1B_short,PredAK,X15_spinyDogfishGoA_predAK,10080,0.0086,PredAK,4
DAG1B_short,PredAK,X15_ArrowtoothFlounderBiomass_predAK,10080,0.0066,PredAK,4
DAG1B_short,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,10080,0.0048,PredAK,4
DAG1B_short,PredAK,X10_Californian_s_l_2yrLead_WS,10080,0.0039,PredAK,4
DAG1B_short,PredAK,X15_salmonSharkBSAI_predAK,10080,0.0031,PredAK,4
DAG1B_short,PredAK,X10_Harbour_s_2yrLead_WS,10080,0.0024,PredAK,4
DAG1B_short,PredAK,X15_salmonSharkGoA_predAK,10080,0.002,PredAK,4
DAG1B_short,PredAK,X10_Northern_f_s_2yrLead_WS,10080,0.0018,PredAK,4
DAG1B_short,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,10080,0.0017,PredAK,4
